DOI;Acceptor;SMILES_acc;Donor;SMILES_don;Voc;Jsc;FF;PCE;HOMO_A;LUMO_A;EgCV_A;A_absorption_curve;λ_A_absorption;EgA_opt;λ_A_onset;Eg_opt_A_reported;HOMO_D;LUMO_D;EgCV_D;D_Absorption_curve;λ_D_absorption;EgD_opt;λ_D_onset;Eg_opt_D_reported;
10.1002/adma.202411957;L8-BO-X(RTA);CCCCCCC(CCCC)CCc3c(/C=C/2C(=O)c1cc(F)c(F)cc1C2C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,891;28,12;79,46;19,91;-5.68;-3.91;1.77;;900;1,38;;;-5.48;-3.64;1.84;;680;1.82;;;
10.1002/adma.202411957;L8-BO(TA);CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1c(Cl)scc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5c(Cl)scc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,895;27,11;78,98;19,16;-5.68;-3.91;1.77;;900;1,38;;;-5.48;-3.64;1.84;;680;1.82;;;
10.1002/adma.202411957;L8-BO(RTA);CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1c(Cl)scc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5c(Cl)scc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,9;27,26;80,07;19,67;-5.68;-3.91;1.77;;900;1,38;;;-5.48;-3.64;1.84;;680;1.82;;;
10.1002/adma.202411957;PJ1-γ ;CCCCCCCCCCCCC(CCCCCCCCCC)Cn%13c4c3sc(C=c2c(=O)c1cc(C)ccc1c2=C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%12c5nsnc5c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(c6ccc(C)s6)ccc7c8=C(C#N)C#N)sc9c%10n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%11c%12%13;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,932;25,16;72,91;17,1;-5.61;-3.72;1.89;Image;896;1,38;896;1.38;-5.48;-3.64;1.84;;680;1.82;;;
10.1002/adma.202411957;PJ1-γ ;CCCCCCCCCCCCC(CCCCCCCCCC)Cn%13c4c3sc(C=c2c(=O)c1cc(C)ccc1c2=C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%12c5nsnc5c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(c6ccc(C)s6)ccc7c8=C(C#N)C#N)sc9c%10n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%11c%12%13;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,939;25,37;73,71;17,56;-5.61;-3.72;1.89;Image;896;1,38;896;1.38;-5.48;-3.64;1.84;Image;680;1.82;;;
10.1002/adma.202500861;BTP-eC9 ;CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,861;28,08;79,1;19,12;-5.52;-4.1;1.42;Image;873;1,42;873;1.42;-5.15;-3.22;1.93;Image;705;1.76;643;1.93;
10.1002/adma.202500861;BTP-eC9-4ClO;C=c%11c(=Cc%10sc8c(sc9c7c1nsnc1c6c5sc4c(CCCCCCCCC)c(C=c3c(=C)c2cc(Cl)c(OC)cc2c3=O)sc4c5n(CC(CCCC)CCCCCC)c6c7n(CC(CCCC)CCCCCC)c89)c%10CCCCCCCCC)c(=O)c%12cc(Cl)c(Cl)cc%11%12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,893;27,99;80,3;20,03;-5.58;-4.14;1.44;Image;861;1,44;861;1.44;-5.15;-3.22;1.93;Image;705;1.76;643;1.93;
10.1002/adma.202501671;Y-F;CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F;PBDB-T-2F(PM6);CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCC)CCCCCCCCCC)c%10c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13;0,861;25,98;78,4;17,53;-5.69;-3.9;1.79;Image;904;1,37;904;1.37;-5.46;-3.56;1.9;;680;1.82;;1.40;
10.1002/adma.202501671;DY-FL;CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F;PBDB-T-2F(PM6);CCCCCCCCCCCc%27c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%28c%26[nH]c%24c(c4cc3cc(F)c(F)cc3cc4c%25c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(C)c(C)cc5c6=C(C#N)C#N)sc7c8n(CCC(CCCCCCCC)CCCCCCCCCC)c9n(CCCCCCOc%23ccc(OCCCCCCCn%22c%13c%12sc(C=c%11c(=O)c%10cc(F)c(F)cc%10c%11=C(C#N)C#N)c(CCCCCCCCCCC)c%12sc%13c%21c%15nc%14cc(F)c(F)cc%14nc%15c%20c%19sc%18c(CCCCCCCCCCC)c(C=c%17c(=O)c%16cc(F)c(F)cc%16c%17=C(C#N)C#N)sc%18c%19n(CC(CCCCCCCC)CCCCCCCCCC)c%20c%21%22)cc%23)c%24%25)c%26sc%27%28;0,89;27,56;80,63;19,78;-5.74;-3.87;1.87;Image;885;1,4;885;1.40;-5.46;-3.56;1.9;;680;1.82;;1.43;
10.1002/advs.202202513;PYF-T-o;CCCCCCCCCCCc3c(C=c2c(=O)c1c(F)c(C)ccc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6c(F)c(c5ccc(C)s5)ccc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCC)CCCCCCCCCC)c%10c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,89;24,8;71,94;15,86;-5.64;-3.82;1.82;Image;895;1,39;895;1.39;-5.49;-3.61;1.88;;680;1.82;;;
10.1002/advs.202202513; 2BTP-2F-T ;CCCCCCCCCCCc%16c(C=c%15c(=O)c%14cc(c%13ccc(c%12ccc%11c(=C(C#N)C#N)c(=Cc%10sc8c(sc9c7c1nsnc1c6c5sc4c(CCCCCCCCCCC)c(C=c3c(=O)c2cc(F)c(F)cc2c3=C(C#N)C#N)sc4c5n(CC(CCCCCC)CCCCCCCC)c6c7n(CC(CCCCCC)CCCCCCCC)c89)c%10CCCCCCCCCCC)c(=O)c%11c%12)s%13)ccc%14c%15=C(C#N)C#N)sc%24c%16sc%25c%23c%17nsnc%17c%22c%21sc%20c(CCCCCCCCCCC)c(C=c%19c(=O)c%18cc(F)c(F)cc%18c%19=C(C#N)C#N)sc%20c%21n(CC(CCCCCC)CCCCCCCC)c%22c%23n(CC(CCCCCC)CCCCCCCC)c%24%25;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,91;25,5;78,28;18,19;-5.67;-3.84;1.83;Image;892;1,39;892;1.39;-5.49;-3.61;1.88;;680;1.82;;;
10.1002/advs.202202513;Monomer;CCCCCCCCCCCc3c(C=c2c(=O)c1cc(Br)ccc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CCCCCC)CCCCCCCC)c9c%10n(CC(CCCCCC)CCCCCCCC)c%11%12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,925;24,35;76,4;16,54;-5.68;-3.81;1.87;Image;885;1,4;885;1.40;-5.49;-3.61;1.88;;680;1.82;;;
10.1002/advs.202413045;CT-Cl;CCCCCCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc%10c3sc%11c9sc8c7sc6c(CCCCCCCCCCCC)c(C=c5c(=O)c4cc(Cl)c(Cl)cc4c5=C(C#N)C#N)sc6c7n(CC(CCCC)CCCCCC)c8c9n(CC(CCCC)CCCCCC)c%10%11;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,78;22,02;58,4;10,05;-5.60;-3.95;1.65;Image;1013;1,22;1013;1.22;-5.47;-3.67;1.8;;682;1.82;;;
10.1002/advs.202413045;CT-F;CCCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%10c3sc%11c9sc8c7sc6c(CCCCCCCCCCCC)c(C=c5c(=O)c4cc(F)c(F)cc4c5=C(C#N)C#N)sc6c7n(CC(CCCC)CCCCCC)c8c9n(CC(CCCC)CCCCCC)c%10%11;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,78;27,21;67,6;14,3;-5.56;-3.83;1.73;Image;1002;1,24;1002;1.24;-5.47;-3.67;1.8;;682;1.82;;;
10.1002/aenm.201803657;TfIF-4FIC;CCCCCCCCC5(CCCCCCCC)c3cc2c1cc%13c(cc1C(CCCCCCCC)(CCCCCCCC)c2cc3c4cc9c(cc45)c8sc(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)cc8C9(CCCCCCCC)CCCCCCCC)c%12sc(C=c%11c(=O)c%10cc(F)c(F)cc%10c%11=C(C#N)C#N)cc%12C%13(CCCCCCCC)CCCCCCCC;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,98;17,6;76;13,1;-5.71;-3.96;1.75;Image;734;1,61;734;1.61;-5.45;-3.65;1.8;Image;680;1.82;;;
10.1002/aenm.201803657;TfIF-IC;CCCCCCCCC5(CCCCCCCC)c3cc2c1cc%13c(cc1C(CCCCCCCC)(CCCCCCCC)c2cc3c4cc9c(cc45)c8sc(C=c7c(=O)c6ccccc6c7=C(C#N)C#N)cc8C9(CCCCCCCC)CCCCCCCC)c%12sc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)cc%12C%13(CCCCCCCC)CCCCCCCC;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;1,01;10,8;54;5,9;-5.51;-3.77;1.74;Image;729;1,7;729;1.70;-5.45;-3.65;1.8;Image;680;1.82;;;
10.1002/aenm.201900041;IT-4Cl;CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2cc(Cl)c(Cl)cc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10cc(Cl)c(Cl)cc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,8;21,3;74,2;12,7;-5.75;-4.06;1.69;;850;1,46;;;-5.45;-3.65;1.8;;680;1.82;;;
10.1002/aenm.201900041;IT-4F;c1(cc2c(cc1F)C(=O)C(=Cc1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)C=C1C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)C2=C(C#N)C#N)F;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,87;20;74,4;12,9;-5.66;-4.03;1.63;;800;1,55;;;-5.45;-3.65;1.8;;680;1.82;;;
10.1002/aenm.201900041;ITC-2Cl;CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7Cl)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5Cl)C4=C(C#N)C#N)sc23)cc1;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,91;20,1;74,1;13,6;-5.58;-4.01;1.57;;840;1,48;;;-5.45;-3.65;1.8;;680;1.82;;;
10.1002/aenm.201900041;ITCPTC;CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,95;17,6;73,4;12,3;-5.62;-3.96;1.66;;798;1,55;;;-5.45;-3.65;1.8;;680;1.82;;;
10.1002/aenm.201903650;IT-DOH;CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(O)cccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(O)cccc5C4=C(C#N)C#N)sc23)cc1;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,96;17,78;73;12,5;-5.58;-3.93;1.65;Image;811;1,53;811;1.53;-5.56;-3.5;2.06;;680;1.82;;;
10.1002/aenm.202001408;PT-IDTTIC;CCC1(CC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c21)C(CC)(CC)c1c-3sc2cc(/C=C3\C(=O)c4ccc(-c5ccc(-c6ccc7c(c6)C(=C(C#N)C#N)/C(=C/c6cc8sc9c(c8s6)C(CC)(CC)c6cc8c(cc6-9)C(CC)(CC)c6c-8sc8cc(/C=C9\C(=O)c%10ccc(-c%11cccs%11)cc%10C9=C(C#N)C#N)sc68)C7=O)s5)cc4C3=C(C#N)C#N)sc12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,94;15,48;66;10;-5.79;-3.87;1.92;Image;790;1,57;;;-5.54;-3.65;1.89;Image;680;1.82;;;
10.1002/aenm.202001408;PT-IDTTIC;CCC1(CC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c21)C(CC)(CC)c1c-3sc2cc(/C=C3\C(=O)c4ccc(-c5ccc(-c6ccc7c(c6)C(=C(C#N)C#N)/C(=C/c6cc8sc9c(c8s6)C(CC)(CC)c6cc8c(cc6-9)C(CC)(CC)c6c-8sc8cc(/C=C9\C(=O)c%10ccc(-c%11cccs%11)cc%10C9=C(C#N)C#N)sc68)C7=O)s5)cc4C3=C(C#N)C#N)sc12;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,97;17,96;67;12,06;-5.59;-3.86;1.73;Image;834;1,49;834;1.49;-5.54;-3.65;1.89;Image;680;1.82;;;
10.1002/aenm.202002649;BTP-ClBr1;CCc1c(/C=C2\C(=O)c3cc(Cl)c(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,85;23,66;72,2;14,56;-5.79;-4.03;1.76;Image;930;1,33;930;1.33;-5.45;-3.65;1.8;Image;680;1.82;;;
10.1002/aenm.202002649;BTP-ClBr2;CCc1c(/C=C2\C(=O)c3c(Cl)cc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(Cl)cc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,85;24,97;73,6;15,54;-5.8;-4.04;1.76;Image;934;1,33;934;1.33;-5.45;-3.65;1.8;Image;680;1.82;;;
10.1002/aenm.202002649;BTP-ClBr;CCc1c(/C=C2\C(=O)c3c(ccc(Br)c3Cl)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,91;23,48;79;16,82;-5.79;-4;1.79;Image;898;1,38;898;1.38;-5.45;-3.65;1.8;Image;680;1.82;;;
10.1002/aenm.202003141;Y6;CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC;PBDB-T-2F(PM6);c1cc2c(s1)c(c1c(c2c2cc(c(s2)C[C@H](CC)CCCC)F)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1cc(c(s1)C[C@@H](CCCC)CC)F;0,82;25,3;75,5;15,7;-5.71;-3.89;1.82;Image;922;1,35;922;1.35;-5.6;-3.51;2.09;Image;680;1.82;;;
10.1002/aenm.202003141;Y6-1O;CCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21;PBDB-T-2F(PM6);c1cc2c(s1)c(c1c(c2c2cc(c(s2)C[C@H](CC)CCCC)F)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1cc(c(s1)C[C@@H](CCCC)CC)F;0,89;23,2;78,3;16,1;-5.71;-3.84;1.87;Image;870;1,43;870;1.43;-5.6;-3.51;2.09;Image;680;1.82;;;
10.1002/aenm.202003141;Y6-2O;CCCCCCCCOC2c1sc5c(c1SC2C=c4c(=O)c3cc(F)c(F)cc3c4=C(C#N)C#N)n(CC(CC)CCCC)c%12c5c6nsnc6c%11c%10sc9c(OCCCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CC)CCCC)c%11%12;PBDB-T-2F(PM6);c1cc2c(s1)c(c1c(c2c2cc(c(s2)C[C@H](CC)CCCC)F)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1cc(c(s1)C[C@@H](CCCC)CC)F;0,92;13,3;53,5;6,6;-5.73;-3.76;1.97;Image;858;1,45;858;1.45;-5.6;-3.51;2.09;Image;680;1.82;;;
10.1002/aenm.202003777;BTP-4Cl-C12 ;CCCCCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc4c%12c(sc34)c5c(c%11c(c6nsnc56)c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(Cl)c(Cl)cc7c8=C(C#N)C#N)sc9c%10n%11C(CCCC)CCCCCC)C%12CC(CCCC)CCCCCC;PBDB-T-2F(PM6);CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F;0,85;25,73;74,6;16,3;-5.81;-3.95;1.86;Image;918;1,35;918;1.35;-5.6;-3.51;2.09;Image;680;1.82;;;
