;Target_CI
994;0.6861726701553621
995;0.7620997915537366
996;0.7139321079221956
997;0.49849109299667266
998;0.7137413785519547
999;0.7220409719613602
1000;0.7301312358182049
1001;0.7290236183858259
1002;0.7234009106368272
1003;0.7316628281631029
1004;0.7516355598607064
1005;0.7434846825603978
1006;0.7445351204834887
1007;0.728837003952197
1008;0.7475247832888646
1009;0.7425214221023322
1010;0.7524192141043775
1011;0.7441099006408668
1012;0.7358564092636769
1013;0.7347053426503166
1014;0.7572928612108583
1015;0.7358564092636769
1016;0.7358564092636769
1017;0.7358564092636769
1018;0.7358564092636769
1019;0.7347053426503166
1020;0.7347053426503166
1021;0.7358564092636769
1022;0.7778085535810741
1023;0.7310771208672151
1024;0.7542803548203567
1025;0.7768610573224516
1026;0.7343917831915547
1027;0.7727559223541284
1028;0.7702468580312617
1029;0.7836753637996169
1030;0.7445083478268754
1031;0.7445083478268754
1032;0.7445083478268754
1033;0.7134041299327449
1034;0.7139947736629156
1035;0.7130626664246963
1036;0.7658134182930234
1037;0.7472519730784721
1038;0.7596385961207094
1039;0.7957871109561787
1040;0.7244198869920341
1041;0.6828378074348812
1042;0.6878923864595433
1043;0.6959798045211162
1044;0.6044345580202475
1045;0.7080074070320127
1046;0.7080074070320127
1047;0.7080074070320127
1048;0.7106046830399132
1049;0.7106046830399132
1050;0.7106046830399132
1051;0.7106046830399132
1052;0.7232567005052682
1053;0.757902256225007
1054;0.757902256225007
1055;0.757902256225007
1056;0.7263251857520612
1057;0.7376101728898208
1058;0.716336874283338
1059;0.3751900517583664
1060;0.6732373345631915
1061;0.7345732560526623
1062;0.7299305118693644
1063;0.7122512224982651
1064;0.7301421073283518
1065;0.7379846981518213
1066;0.6511664530873442
1067;0.5504399860396598
1068;0.6797868894092616
1069;0.6521597483978173
1070;0.6292251827805997
1071;0.6307458384677087
1072;0.6836657737346205
1073;0.6795378313660819
1074;0.6836657737346205
1075;0.6795378313660819
1076;0.6836657737346205
1077;0.6514346172340101
1078;0.6030474217704155
1079;0.7056488861803711
1080;0.6284506589782574
1081;0.7324115966509837
1082;0.7125668987064807
1083;0.682776824642784
1084;0.7357725877990392
1085;0.7357725877990392
1086;0.682776824642784
1087;0.7113513646301531
1088;0.7113513646301531
1089;0.6331440310401449
1090;0.7480025627394885
1091;0.6712180626972436
1092;0.7448277676610456
1093;0.6390273906224729
1094;0.6602177430329659
1095;0.6150726427935064
1096;0.6112060342283085
1097;0.6228163362907588
1098;0.5853849377430085
1099;0.738000041479425
1100;0.7480025627394885
1101;0.7480025627394885
1102;0.7468794620469866
1103;0.7468794620469866
1104;0.7786850517813414
1105;0.7786850517813414
1106;0.6363671819679859
1107;0.6706477604651382
1108;0.7460059594772559
1109;0.5916202272727422
1110;0.6046133325116866
1111;0.5916202272727422
1112;0.5892551356889719
1113;0.6584008031319628
1114;0.7180499990038691
1115;0.7137572740673134
1116;0.7180499990038691
1117;0.7137572740673134
1118;0.7137572740673134
1119;0.7137572740673134
1120;0.7137572740673134
